8_10,THE LIAR,STEPHEN FRY,FICTION ADULT - ENGLISH
8_166,THE WHITE TIGER,ARAVIND ADIGA,FICTION ADULT - ENGLISH
8_170,LAST MAN IN TOWER,ARAVIND ADIGA,FICTION ADULT - ENGLISH
8_24,"LIFE, ODDS AND ENDS",ANVITA BAJPAI,FICTION ADULT - ENGLISH
8_25,ARJUNA,ANUJA CHNADRAMAULI,FICTION ADULT - ENGLISH
8_26,THE OATH OF VAYUPUTRA,AMISH,FICTION ADULT - ENGLISH
8_152,SHIVA TRILOGY 3 - THE OATH OF THE VAYUPUTRAS,AMISH,FICTION ADULT - ENGLISH
8_150,SHIVA TRILOGY 2 - THE SECRET OF THE NAGAS,AMISH,FICTION ADULT - ENGLISH
8_151,SHIVA TRILOGY 2 - THE SECRET OF THE NAGAS,AMISH,FICTION ADULT - ENGLISH
8_01,ASURA - TALE OF THE VANQUISHED,ANAND NEELAKANTAN,FICTION ADULT - ENGLISH
8_149,AJAYA - EPIC OF THE KAURAVA CLAN - ROLL OF THE DICE,ANAND NEELAKANTAN,FICTION ADULT - ENGLISH
8_27,THE KRISHNA KEY,ASHWIN SANGHI,FICTION ADULT - ENGLISH
8_153,THE KRISHNA KEY,ASHWIN SANGHI,FICTION ADULT - ENGLISH
8_28,THE ROZABAL LINE,ASHWIN SANGHI,FICTION ADULT - ENGLISH
8_172,CHANAKYA�S GIANT,ASHWIN SANGHI,FICTION ADULT - ENGLISH
8_30,REVOLUTION 2020,CHETAN BHAGAT,FICTION ADULT - ENGLISH
8_156,REVOLUTION 2020,CHETAN BHAGAT,FICTION ADULT - ENGLISH
8_31,TWO STATES (RUPA),CHETAN BHAGAT,FICTION ADULT - ENGLISH
8_29,TWO STATES,CHETAN BHAGAT,FICTION ADULT - ENGLISH
8_32,ONE NIGHT @ THE CALL CENTER,CHETAN BHAGAT,FICTION ADULT - ENGLISH
8_33,THE THREE MISTAKES OF MY LIFE,CHETAN BHAGAT,FICTION ADULT - ENGLISH
8_34,QUEEN OF DREAMS ,CHITRA DIVAKARUNI,FICTION ADULT - ENGLISH
8_148,THE PALACE OF ILLUSIONS,CHITRA DIVAKARUNI,FICTION ADULT - ENGLISH
8_145,SHADOW PRINCESS,INDU SUNDARESAN,FICTION ADULT - ENGLISH
8_35,THE INHERITANCE OF LOSS (PENGUIN),KIRAN DESAI,FICTION ADULT - ENGLISH
8_37,THE TRAIN TO PAKISTAN,KHUSHWANT SINGH,FICTION ADULT - ENGLISH
8_38,THE PAGE 3 MURDERS,KALPANA SWAMINATHAN,FICTION ADULT - ENGLISH
8_39,"HOW OPAL MEHTA GOT KISSED, GOT WILD AND GOT A LIFE",KAAVYA VISWANATHAN,FICTION ADULT - ENGLISH
8_40,UNTOLD STORY,MONICA ALI,FICTION ADULT - ENGLISH
8_41,YUDHISTHIR AND DRAUPADI,PAVAN K VARMA,FICTION ADULT - ENGLISH
8_154,THE SECRET WISH LIST,PREETHI SHENOY,FICTION ADULT - ENGLISH
8_42,THE EXILED PRINCE - BOOK 1,RAVI,FICTION ADULT - ENGLISH
8_43,THE ENGLISH TEACHER,R K NARAYAN,FICTION ADULT - ENGLISH
8_155,CAN LOVE HAPPEN TWICE?,RAVINDER SINGH,FICTION ADULT - ENGLISH
8_08,THE ALL BENGALI CRIME DETECTIVES - II: THE MYSTERIOUS DEATH OF PROBHAT SANYAL,SUPARNA CHATTERJEE,FICTION ADULT - ENGLISH
8_44,GONE WITH THE VINDALOO,VIKRAM NAIR,FICTION ADULT - ENGLISH
8_45,A SUITABLE BOY,VIKRAM SETH,FICTION ADULT - ENGLISH
8_168,MEMOIRS OF A GEISHA,ARTHUR GOLDEN,FICTION ADULT - ENGLISH
8_142,EAT PRAY AND LOVE,ELIZABETH GILBERT,FICTION ADULT - ENGLISH
8_132,PEACHES FOR MONSIEUR LE CURE,JOANNE HARRIS,FICTION ADULT - ENGLISH
8_46,THE KITE RUNNER (BLOOMSBURY),KHALED HOSSEINI,FICTION ADULT - ENGLISH
8_47,THE KITE RUNNER,KHALED HOSSEINI,FICTION ADULT - ENGLISH
8_48,AND THE MOUNTAINS ECHOED,KHALED HOSSEINI,FICTION ADULT - ENGLISH
8_159,A THOUSAND SPLENDID SUNS,KHALED HOSSEINI,FICTION ADULT - ENGLISH
8_134,ELEVEN MINUTES,PAULO COELHO,FICTION ADULT - ENGLISH
8_135,"BY THE RIVER PIEDRA, I SAT DOWN AND WEPT",PAULO COELHO,FICTION ADULT - ENGLISH
8_143,"BY THE RIVER PIEDRA, I SAT DOWN AND WEPT",PAULO COELHO,FICTION ADULT - ENGLISH
8_136,THE ZAHIR,PAULO COELHO,FICTION ADULT - ENGLISH
8_137,THE WITCH OF PORTOBELLO,PAULO COELHO,FICTION ADULT - ENGLISH
8_138,THE ALCHEMIST,PAULO COELHO,FICTION ADULT - ENGLISH
8_147,THE ALCHEMIST,PAULO COELHO,FICTION ADULT - ENGLISH
8_139,THE VALKYRIES,PAULO COELHO,FICTION ADULT - ENGLISH
8_144,BRANDENBURG AND 3 OTHERS,RD SELECT EDITIONS,FICTION ADULT - ENGLISH
8_49,MIDNIGHT�S CHILDREN,SALMAN RUSHDIE,FICTION ADULT - ENGLISH
8_50,FURY,SALMAN RUSHDIE,FICTION ADULT - ENGLISH
8_51,LAJJA (PENGUIN),TASLIMA NASREEN,FICTION ADULT - ENGLISH
8_52,LAJJA 2ND COPY,TASLIMA NASREEN,FICTION ADULT - ENGLISH
8_53,A HOUSE FOR MR BISWAS,V.S. NAIPAUL,FICTION ADULT - ENGLISH
8_54,DOCTORS (BANTAM BOOKS),ERICH SEGAL,FICTION ADULT - ENGLISH
8_55,DOCTORS (BANTAM BOOKS),ERICH SEGAL,FICTION ADULT - ENGLISH
8_56,PRIZES,ERICH SEGAL,FICTION ADULT - ENGLISH
8_57,"MAN, WOMAN AND CHILD",ERICH SEGAL,FICTION ADULT - ENGLISH
8_141,THE SINGING AND DANCING DAUGHTERS OF GOD,TIMOTHY SCHAFFERT,FICTION ADULT - ENGLISH
8_58,THE ULTIMATE HITCHHIKER�S GUIDE TO THE GALAXY,DOUGLAS ADAMS,FICTION ADULT - ENGLISH
8_131,CLOUD ATLAS,DAVID MITCHELL,FICTION ADULT - ENGLISH
8_59,OVERLOAD,ARTHUR HAILEY,FICTION ADULT - ENGLISH
8_60,AIRPORT,ARTHUR HAILEY,FICTION ADULT - ENGLISH
8_61,WHEELS,ARTHUR HAILEY,FICTION ADULT - ENGLISH
8_62,THE EVENING NEWS,ARTHUR HAILEY,FICTION ADULT - ENGLISH
8_63,DETECTIVE,ARTHUR HAILEY,FICTION ADULT - ENGLISH
8_64,THE FINAL DIAGNOSIS,ARTHUR HAILEY,FICTION ADULT - ENGLISH
8_130,THE DEATH AND LIFE OF CHARLIE ST CLOUD,BEN SHERWOOD,FICTION ADULT - ENGLISH
8_65,THE LOST THRONE,CHRIS KUZNESKI,FICTION ADULT - ENGLISH
8_66,THE ROAD,CORMAC MCCARTHY,FICTION ADULT - ENGLISH
8_169,THE SIXTH MAN,DAVID BALDACCI,FICTION ADULT - ENGLISH
8_67,DIGITAL FORTRESS,DAN BROWN,FICTION ADULT - ENGLISH
8_160,DIGITAL FORTRESS (SECOND COPY),DAN BROWN,FICTION ADULT - ENGLISH
8_146,ANGELS AND DEMONS,DAN BROWN,FICTION ADULT - ENGLISH
8_68,SHUTTER ISLAND,DENNIS LEHANE,FICTION ADULT - ENGLISH
8_69,MYSTIC RIVER,DENNIS LEHANE,FICTION ADULT - ENGLISH
8_70,SECRETS OF THE WIDOW�S SON,DAVID A. SHURGARTS,FICTION ADULT - ENGLISH
8_71,ROOM,EMMA DONAGHUE,FICTION ADULT - ENGLISH
8_72,THE NEGOTIATOR,FREDERICK FORSYTH,FICTION ADULT - ENGLISH
8_73,THE DEVIL�S ALTERNATIVE,FREDERICK FORSYTH,FICTION ADULT - ENGLISH
8_74,THE AFGHAN,FREDERICK FORSYTH,FICTION ADULT - ENGLISH
8_75,THE DAY OF THE JACKAL,FREDERICK FORSYTH,FICTION ADULT - ENGLISH
8_76,THE DEVILS PUNCHBOWL,GREG ILES,FICTION ADULT - ENGLISH
8_77,RELIGIOUS CONVICTION,GRIF STOCKLEY,FICTION ADULT - ENGLISH
8_78,THE R DOCUMENT,IRVING WALLACE,FICTION ADULT - ENGLISH
8_79,THE PRICE,IRVING WALLACE,FICTION ADULT - ENGLISH
8_80,THE GUEST OF HONOUR,IRVING WALLACE,FICTION ADULT - ENGLISH
8_81,THE PIGEON PROJECT,IRVING WALLACE,FICTION ADULT - ENGLISH
8_82,THE PLOT,IRVING WALLACE,FICTION ADULT - ENGLISH
8_83,THE THREE SIRENS,IRVING WALLACE,FICTION ADULT - ENGLISH
8_85,THE MAN,IRVING WALLACE,FICTION ADULT - ENGLISH
8_84,THE MIRACLE,IRVING WALLACE,FICTION ADULT - ENGLISH
8_86,THE WORD,IRVING WALLACE,FICTION ADULT - ENGLISH
8_87,BE CAREFUL WHAT YOU WISH FOR,JEFFREY ARCHER,FICTION ADULT - ENGLISH
8_90,BEST KEPT SECRET,JEFFREY ARCHER,FICTION ADULT - ENGLISH
8_91,ONLY TIME WILL TELL,JEFFREY ARCHER,FICTION ADULT - ENGLISH
8_92,FALSE IMPRESSION (PAN BOOK),JEFFREY ARCHER,FICTION ADULT - ENGLISH
8_88,FALSE IMPRESSION (PAN BOOK),JEFFREY ARCHER,FICTION ADULT - ENGLISH
8_93,THE FOURTH ESTATE,JEFFREY ARCHER,FICTION ADULT - ENGLISH
8_94,THE SINS OF THE FATHER,JEFFREY ARCHER,FICTION ADULT - ENGLISH
8_89,PATHS OF GLORY,JEFFREY ARCHER,FICTION ADULT - ENGLISH
8_36,SHALL WE TELL THE PRESIDENT,JEFFREY ARCHER,FICTION ADULT - ENGLISH
8_95,THEODORE BOONE- THE ACCUSED,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_98,"THEODORE BOONE- HALF THE MAN, TWICE THE LAWYER",JOHN GRISHAM,FICTION ADULT - ENGLISH
8_99,THEODORE BOONE- THE ABDUCTION,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_96,THE RUNAWAY JURY,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_97,THE SUMMONS,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_157,THE INNOCENT MAN,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_158,THE BRETHREN,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_100,TRIPLE (Bad copy),KEN FOLLET,FICTION ADULT - ENGLISH
8_101,CODE TO ZERO,KEN FOLLET,FICTION ADULT - ENGLISH
8_102,WHITEOUT,KEN FOLLET,FICTION ADULT - ENGLISH
8_103,EYE OF THE NEEDLE,KEN FOLLET,FICTION ADULT - ENGLISH
8_167,EYE OF THE NEEDLE,KEN FOLLET,FICTION ADULT - ENGLISH
8_104,NIGHT OVER WATER,KEN FOLLET,FICTION ADULT - ENGLISH
8_105,REDEMPTION,LEON URIS,FICTION ADULT - ENGLISH
8_106,THE DEVIL RETURNS,LAUREN WEISBERGER,FICTION ADULT - ENGLISH
8_107,THE TERMINAL MAN,MICHAEL CRICHTON,FICTION ADULT - ENGLISH
8_108,"CONGO, SPHERE, EATERS OF THE DEAD",MICHAEL CRICHTON,FICTION ADULT - ENGLISH
8_109,THE ANDROMEDA STRAIN,MICHAEL CRICHTON,FICTION ADULT - ENGLISH
8_111,PIRATE LATITUDES,MICHAEL CRICHTON,FICTION ADULT - ENGLISH
8_112,CONGO,MICHAEL CRICHTON,FICTION ADULT - ENGLISH
8_114,AIRFRAME,MICHAEL CRICHTON,FICTION ADULT - ENGLISH
8_113,MICRO,MICHAEL CRICHTON,FICTION ADULT - ENGLISH
8_165,ICE STATION,MATTHEW REILLY,FICTION ADULT - ENGLISH
8_173,SEVEN ANCIENT WONDERS,MATTHEW REILLY,FICTION ADULT - ENGLISH
8_164,THE DILEMMA,PENNY VINCENZI,FICTION ADULT - ENGLISH
8_115,NANO,ROBIN COOK,FICTION ADULT - ENGLISH
8_116,SEIZURE,ROBIN COOK,FICTION ADULT - ENGLISH
8_117,SHOCK,ROBIN COOK,FICTION ADULT - ENGLISH
8_118,VECTOR,ROBIN COOK,FICTION ADULT - ENGLISH
8_119,THE BOURNE LEGACY,ROBERT LUDLUM,FICTION ADULT - ENGLISH
8_120,THE BANCROFT STRATEGY,ROBERT LUDLUM,FICTION ADULT - ENGLISH
8_171,THE ROMANOV PROPHECY,STEVE BERRY,FICTION ADULT - ENGLISH
8_163,THE HIGH FLYER,SUSAN HOWATCH,FICTION ADULT - ENGLISH
8_121,ARE YOU AFRAID OF THE DARK,SIDNEY SHELDON,FICTION ADULT - ENGLISH
8_122,"MORNING, NOON AND NIGHT",SIDNEY SHELDON,FICTION ADULT - ENGLISH
8_123,MEMORIES OF MIDNIGHT,SIDNEY SHELDON,FICTION ADULT - ENGLISH
8_124,"THE DOOMSDAY CONSPIRACY, THE STARS SHINE DOWN",SIDNEY SHELDON,FICTION ADULT - ENGLISH
8_125,PHANTOM,TERRY GOODKIND,FICTION ADULT - ENGLISH
8_126,"RED DRAGON, THE SILENCE OF THE LAMBS",THOMAS HARRIS,FICTION ADULT - ENGLISH
8_127,HANNIBAL,THOMAS HARRIS,FICTION ADULT - ENGLISH
8_128,THE TRIUMPH OF THE SUN,WILBUR SMITH,FICTION ADULT - ENGLISH
8_129,THOSE IN PERIL,WILBUR SMITH,FICTION ADULT - ENGLISH
8_08,SACRIFICE,GRAHAM MASTERTON,FICTION ADULT - ENGLISH
8_140,SPELL BINDER,HAROLD ROBBINS,FICTION ADULT - ENGLISH
8_175,RASCALS IN PARADISE,JAMES A MICHENER,FICTION ADULT - ENGLISH
8_176,MIRAGE,JAMES FOLLETT,FICTION ADULT - ENGLISH
8_177,NEBULA AWARD STORIES 8,ISAAC ASIMOV,FICTION ADULT - ENGLISH
8_178,COMEBACK,DICK FRANCIS,FICTION ADULT - ENGLISH
8_179,EVIL UNDER THE SUN,AGATHA CHRISTIE,FICTION ADULT - ENGLISH
8_180,DOCTORS (BANTAM BOOKS),ERICH SEGAL,FICTION ADULT - ENGLISH
8_181,THE ANGRY HILLS,LEON URIS,FICTION ADULT - ENGLISH
8_182,THE INSCRUTABLE AMERICANS,ANURAG MATHUR,FICTION ADULT - ENGLISH
8_183,"ONE, TWO, BUCKLE MY SHOE",AGATHA CHRISTIE,FICTION ADULT - ENGLISH
8_184,THE MURDER OF ROGER ACKROYD,AGATHA CHRISTIE,FICTION ADULT - ENGLISH
8_185,POSSIBILITIES,KAVITHA V S,FICTION ADULT - ENGLISH
8_186,THE FIST OF GOD,FREDERICK FORSYTH,FICTION ADULT - ENGLISH
8_187,VIKRAMADITTAN KADAIGAL,K S PATANJALI IYER,FICTION ADULT - TAMIL
8_188,NARI KE MOOK AASU,URMILA SHARMA,FICTION ADULT - HINDI
8_189,ONE NIGHT AT THE CALL CENTER (3RD COPY),CHETAN BHAGAT,FICTION ADULT - ENGLISH
8_190,THE CONFESSION,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_191,"MORNING, NOON AND NIGHT",SIDNEY SHELDON,FICTION ADULT - ENGLISH
8_192,"NOT A PENNY MORE, NOT A PENNY LESS/ SHALL WE TELL THE PRESIDENT",JEFFREY ARCHER,FICTION ADULT - ENGLISH
8_193,SONS OF FORTUNE,JEFFREY ARCHER,FICTION ADULT - ENGLISH
8_194,HALF GIRLFRIEND,CHETAN BHAGAT,FICTION ADULT - ENGLISH
8_195,THE THING BETWEEN U & ME,SAGAR,FICTION ADULT - ENGLISH
8_196,DELHI OMG!,VINOD NAIR,FICTION ADULT - ENGLISH
8_197,COLLECTED SHORT STORIES,ROALD DAHL,FICTION ADULT - ENGLISH
8_198,THE NEGOTIATOR (SECOND COPY),FREDERICK FORSYTH,FICTION ADULT - ENGLISH
8_199,THE SINS OF THE FATHER (SECOND COPY),JEFFREY ARCHER,FICTION ADULT - ENGLISH
8_200,A PAINTED HOUSE,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_201,HOTEL,ARTHUR HAILEY,FICTION ADULT - ENGLISH
8_202,DECEPTION POINT,DAN BROWN,FICTION ADULT - ENGLISH
8_203,THE DA VINCI CODE,DAN BROWN,FICTION ADULT - ENGLISH
8_204,THEODORE BOONE: THE YOUNG LAWYER,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_205,BRANDENBURG AND 3 OTHERS (SECOND COPY),RD SELECT EDITIONS,FICTION ADULT - ENGLISH
8_206,AS THE CROW FLIES,JEFFREY ARCHER,FICTION ADULT - ENGLISH
8_207,THE AFGHAN (SECOND COPY),FREDERICK FORSYTH,FICTION ADULT - ENGLISH
8_208,LINE OF CONTROL,TOM CLANCY,FICTION ADULT - ENGLISH
8_209,THE SECRET  ,HAROLD ROBBINS,FICTION ADULT - ENGLISH
8_210,AND THEREBY HANGS A TALE,JEFFREY ARCHER,FICTION ADULT - ENGLISH
8_211,THE SUMMONS (SECOND COPY),JOHN GRISHAM,FICTION ADULT - ENGLISH
8_212,THE TENDERNESS OF WOLVES,STEF PENNEY,FICTION ADULT - ENGLISH
8_213,DIGITAL FORTRESS (THIRD COPY),DAN BROWN,FICTION ADULT - ENGLISH
8_214,ONLY TIME WILL TELL (SECOND COPY),JEFFREY ARCHER,FICTION ADULT - ENGLISH
8_215,THE PELICAN BRIEF,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_216,THE BRETHREN (SECOND COPY),JOHN GRISHAM,FICTION ADULT - ENGLISH
8_217,THE COBRA,FREDERICK FORSYTH,FICTION ADULT - ENGLISH
8_218,THE TESTAMENT,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_219,MALGUDI DAYS,R.K.NARAYAN,FICTION ADULT - ENGLISH
8_220,NEVER GO BACK,LEE CHILD,FICTION ADULT - ENGLISH
8_221,MAKE ME,LEE CHILD,FICTION ADULT - ENGLISH
8_222,A PRISONER OF BIRTH,JEFFREY ARCHER,FICTION ADULT - ENGLISH
8_223,BE CAREFUL WHAT YOU WISH FOR (SECOND COPY),JEFFREY ARCHER,FICTION ADULT - ENGLISH
8_224,CAT O'NINE TALES,JEFFREY ARCHER,FICTION ADULT - ENGLISH
8_225,FALSE IMPRESSION (THIRD COPY),JEFFREY ARCHER,FICTION ADULT - ENGLISH
8_226,ANGELS AND DEMONS (SECOND COPY),DAN BROWN,FICTION ADULT - ENGLISH
8_227,AIRPORT (SECOND COPY),ARTHUR HAILEY,FICTION ADULT - ENGLISH
8_228,IN HIGH PLACES,ARTHUR HAILEY,FICTION ADULT - ENGLISH
8_229,OVERLOAD (SECOND COPY),ARTHUR HAILEY,FICTION ADULT - ENGLISH
8_230,PAPER MONEY,KEN FOLLET,FICTION ADULT - ENGLISH
8_231,THE KILL LIST,FREDERICK FORSYTH,FICTION ADULT - ENGLISH
8_232,THE SKY IS FALLING,SIDNEY SHELDON,FICTION ADULT - ENGLISH
8_233,ATONEMENT,IAN MCEWAN,FICTION ADULT - ENGLISH
8_234,MORTAL FEAR,ROBIN COOK,FICTION ADULT - ENGLISH
8_235,THE LAST DON,MARIO PUZO,FICTION ADULT - ENGLISH
8_236,PLAY TO KILL,P J TRACY,FICTION ADULT - ENGLISH
8_237,THE HUNGRY TIDE,AMITAV GHOSH,FICTION ADULT - ENGLISH
8_238,HOT LATIN LOVERS,MILLS & BOON,FICTION ADULT - ENGLISH
8_239,THE FOUNTAINHEAD,AYN RAND,FICTION ADULT - ENGLISH
8_240,THE CHAMBER,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_241,THE RACKETEER,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_242,THEODORE BOONE - THE ABDUCTION,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_243,THE BROKER,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_244,THE RAINMAKER,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_245,PLAYING FOR PIZZA,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_246,THE CONFESSION (SECOND COPY),JOHN GRISHAM,FICTION ADULT - ENGLISH
8_247,THE ASSOCIATE,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_248,CALICO JOE,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_249,GRAY MOUNTAIN,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_250,THE KING OF TORTS,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_251,THE FIRM,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_252,THEODORE BOONE: THE ACTIVIST,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_253,THE LITIGATORS,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_254,SYCAMORE ROW,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_255,THE APPEAL,JOHN GRISHAM,FICTION ADULT - ENGLISH
8_256,THE RUNAWAY JURY (SECOND COPY),JOHN GRISHAM,FICTION ADULT - ENGLISH
8_257,THE THREE MISTAKES OF MY LIFE (SECOND COPY),CHETAN BHAGAT,FICTION ADULT - ENGLISH
8_258,ILLUSIONS: THE ADVENTURES OF A RELUCTANT MESSIAH,RICHARD BACH,FICTION ADULT - ENGLISH
8_259,THE MATLOCK PAPER,ROBERT LUDLUM,FICTION ADULT - ENGLISH
8_260,THE VULTURE IS A PATIENT BIRD,JAMES HADLEY CHASE,FICTION ADULT - ENGLISH
8_261,THE RETURN OF THE NATIVE,THOMAS HARDY,FICTION ADULT - ENGLISH
8_262,CROSS JUSTICE,JAMES PATTERSON,FICTION ADULT - ENGLISH
8_263,THE COMPLETE NOVELS,JANE AUSTEN,FICTION ADULT - ENGLISH
8_264,NORTH CAPE,JOE POYER,FICTION ADULT - ENGLISH
8_265,THE BEGGARS ARE COMING,MARY LOOS,FICTION ADULT - ENGLISH
8_266,THE COMPLETE STORIES OF SAKI,HECTOR HUGH MUNRO,FICTION ADULT - ENGLISH
8_267,BLOODSTREAM,TESS GERRITSEN,FICTION ADULT - ENGLISH
8_268,GRANNY DAN,DANIELLE STEEL,FICTION ADULT - ENGLISH
8_269,THE OTHER SIDE,KAVITA VS,FICTION ADULT - ENGLISH
8_270,DEGREE,JAMES PATTERSON,FICTION ADULT - ENGLISH
8_271,THE FAMILY,MARIO PUZO,FICTION ADULT - ENGLISH
8_272,THE RUNAWAY JURY (THIRD COPY),JOHN GRISHAM,FICTION ADULT - ENGLISH
8_273,SILENT HONOUR,DANIELLE STEEL,FICTION ADULT - ENGLISH
8_274,THE INSCRUTABLE AMERICANS (SECOND COPY),ANURAG MATHUR,FICTION ADULT - ENGLISH
8_275,KEEP OFF THE GRASS,KARAN BAJAJ,FICTION ADULT - ENGLISH
8_276,OF COURSE I LOVE YOU...TILL I FIND SOMEONE BETTER,DURJOY DATTA & MAANVI AHUJA,FICTION ADULT - ENGLISH
8_277,KEEP THE CHANGE,NIRUPAMA SUBRAMANIAN,FICTION ADULT - ENGLISH
8_278,THE SILENT RAGA,AMEEN MERCHANT,FICTION ADULT - ENGLISH
8_279,THE GOD OF SMALL THINGS,ARUNDHATI ROY,FICTION ADULT - ENGLISH
8_280,SHANTARAM,GREGORY DAVID ROBERTS,FICTION ADULT - ENGLISH
8_281,ALMOST SINGLE,ADVAITA KALA,FICTION ADULT - ENGLISH
8_282,60 MINUTES,UPENDRA NAMBURI,FICTION ADULT - ENGLISH
8_283,A PRISONER OF BIRTH (SECOND COPY),JEFFREY ARCHER,FICTION ADULT - ENGLISH
8_284,THAT THING CALLED LOVE,TUHIN A SINHA,FICTION ADULT - ENGLISH
8_285,THE MIDNIGHT CLUB,JAMES PATTERSON,FICTION ADULT - ENGLISH
8_286,RANSOM,DANIELLE STEEL,FICTION ADULT - ENGLISH
8_287,THE FIVE PEOPLE YOU MEET IN HEAVEN,MITCH ALBOM,FICTION ADULT - ENGLISH
8_288,THE FORTY RULES OF LOVE,ELIF SHAFAK,FICTION ADULT - ENGLISH
8_289,A TASTE FOR DEATH (MODESTY BLAISE),PETER O'DONNELL,FICTION ADULT - ENGLISH
8_290,SABRE TOOTH (MODESTY BLAISE),PETER O'DONNELL,FICTION ADULT - ENGLISH
8_291,UNSEEN ACADEMICALS,TERRY PRATCHETT,FICTION ADULT - ENGLISH
8_292,NIGHT WATCH,TERRY PRATCHETT,FICTION ADULT - ENGLISH
8_293,LORDS AND LADIES,TERRY PRATCHETT,FICTION ADULT - ENGLISH
8_294,THE SILVER MISTRESS (MODESTY BLAISE),PETER O'DONNELL,FICTION ADULT - ENGLISH
8_295,PIECES OF MODESTY (MODESTY BLAISE),PETER O'DONNELL,FICTION ADULT - ENGLISH
8_296,LAST DAY IN LIMBO,PETER O'DONNELL,FICTION ADULT - ENGLISH
8_297,Yaksha Prashne,TARASU,FICTION ADULT - KANNADA
8_298,Hoysaleshwara Vishnuvardhana,TARASU,FICTION ADULT - KANNADA
8_299,Hamsageethe,TARASU,FICTION ADULT - KANNADA
8_300,SiDilamoggu,TARASU,FICTION ADULT - KANNADA
8_301,TirugubaaNa,TARASU,FICTION ADULT - KANNADA
8_302,Durgaastamaana,TARASU,FICTION ADULT - KANNADA
8_303,Dollar Sose,SUDHA MURTHY,FICTION ADULT - KANNADA
8_304,Athirikthe,SUDHA MURTHY,FICTION ADULT - KANNADA
8_305,Saamaanyaralli asaamaanyaru,SUDHA MURTHY,FICTION ADULT - KANNADA
8_306,Manada maathu,SUDHA MURTHY,FICTION ADULT - KANNADA
8_307,Mucchida baagilu,Triveni,FICTION ADULT - KANNADA
